Column1,academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
7045,รองศาสตราจารย์,อัญชลี เสริมส่งสวัสดิ์,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,ภาษาอังกฤษ,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7046,รองศาสตราจารย์,อัญฑิการ์ โรงสะอาด,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ภาษาอังกฤษ,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7047,รองศาสตราจารย์,อัทยา อยู่สวัสดิ์,,!! รอแก้ไข !!,NONE,จักษุวิทยา,,,,,,-,ข้าราชการ
7048,รองศาสตราจารย์,อับดุลเลาะ อับรู,,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,อิสลามศึกษา,,,,,,ปริญญาโท,ข้าราชการ
7049,ศาสตราจารย์พิเศษ,อัมพร ปั้นศรี,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,-,,,,,,-,ข้าราชการ
7050,รองศาสตราจารย์,อัมพร สุวรรณเมฆ,,มหาวิทยาลัยนเรศวร,Naresuan University,-,,,,,,-,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
7051,รองศาสตราจารย์,อัมพร อนันต์พินิจวัฒนา,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,คณิตศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
7052,รองศาสตราจารย์,อัมพร เจริญชัย,,วิทยาลัยบัณฑิตเอเซีย,College of Asian Scholars,-,,,,,,ปริญญาโท,อาจารย์วิทยาลัยเอกชน
7053,รองศาสตราจารย์พิเศษ,อัมพร แจ่มสุวรรณ,Amporn Chamsuwan,มหาวิทยาลัยขอนแก่น,Khon Kaen University,นิติเวชศาสตร์,42,2,42,2,18,ปริญญาโท,ข้าราชการ
7054,รองศาสตราจารย์,อัมพัน เฉลิมโชคเจริญกิจ,Amphan Chalermchockcharoenkit,มหาวิทยาลัยมหิดล,Mahidol University,สูติศาสตร์และนรีเวชวิทยา,131,22,125,7,80,ปริญญาตรี,ข้าราชการ
7055,ศาสตราจารย์พิเศษ,อัมมาร สยามวาลา,Ammar Siamwalla,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,156,14,155,6,13,-,ข้าราชการ
7056,รองศาสตราจารย์,อัศวิณีย์ หวานจริง,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,ศิลปะไทย,,,,,,ปริญญาโท,ข้าราชการ
7057,รองศาสตราจารย์,อัษฎางค์ ปาณิกบุตร,,มหาวิทยาลัยอีสาน,Esan University,-,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
7058,รองศาสตราจารย์,อาคม กาญจนประโชติ,,มหาวิทยาลัยแม่โจ้,Maejo University,-,,,,,,ปริญญาโท,ข้าราชการ
7059,รองศาสตราจารย์,อาจินต์ น่วมสำราญ,Arjin Numsomran,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมไฟฟ้า,240,75,198,8,76,ปริญญาโท,ข้าราชการ
7060,รองศาสตราจารย์,อาชาไนย บัวศรี,Achanai Buasri,มหาวิทยาลัยศิลปากร,Silapakorn University,วิศวกรรมเคมี,530,59,461,10,151,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7061,รองศาสตราจารย์,อาซีซัน แกสมาน,Azizon Kaesaman,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,เทคโนโลยีพอลิเมอร์,1277,79,819,21,73,ปริญญาโท,ข้าราชการ
7062,รองศาสตราจารย์,อาทร ฟุ้งธรรมสาร,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ต่ออายุราชการ
7063,รองศาสตราจารย์,อาทิ เครือวิทย์,Arthi Kruavit,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์ตกเเต่ง,112,11,108,6,21,ปริญญาตรี,ต่ออายุราชการ
7064,รองศาสตราจารย์,อาทิตย์ อังกานนท์,Artit Ungkanont,มหาวิทยาลัยมหิดล,Mahidol University,อายุรศาสตร์,368,34,337,12,90,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7065,รองศาสตราจารย์,อาทิตย์ เหล่าวาณิชวัฒนา,Artid Laowanidwatana,มหาวิทยาลัยนเรศวร,Naresuan University,ฟิสิกส์,38,14,37,3,14,ปริญญาโท,ข้าราชการ
7066,ศาสตราจารย์ ได้รับเงินประจำตำแหน่งสูงขึ้น,อานนท์ บุณยะรัตนเวช,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,พยาธิวิทยา,,,,,,-,ข้าราชการ
7067,ศาสตราจารย์ ได้รับเงินประจำตำแหน่งสูงขึ้น,อานนท์ บุณยะรัตเวช,,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยา,,,,,,-,ข้าราชการ
