Column1,academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
6926,รองศาสตราจารย์,อนุพันธ์ ตันติวงศ์,Anupan Tantiwong,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์ยูโรวิทยา,186,21,161,9,69,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6927,ศาสตราจารย์,อนุวัตร รุ่งพิสุทธิพงษ์,Anuvat Roongpisuthipong,มหาวิทยาลัยมหิดล,Mahidol University,สูติศาสตร์และนรีเวชวิทยา,1271,46,1128,12,169,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6928,รองศาสตราจารย์,อนุสรณ์ จ๋วงพานิช,,มหาวิทยาลัยเกษมบัณฑิต,Kasem Bundit University,สถาปัตยกรรม,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
6929,รองศาสตราจารย์,อภิชญา อยู่ในธรรม,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,นิเทศศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
6930,ศาสตราจารย์,อภิชัย คงพัฒนะโยธิน,Apichai Khongphatthanayothin,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,กุมารเวชศาสตร์,487,39,453,12,115,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6931,รองศาสตราจารย์,อภิชัย อังสพัทธ์,Apichai Angspatt,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ศัลยศาสตร์,200,21,188,8,45,-,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6932,รองศาสตราจารย์,อภิชาต ประดิษฐสมานนท์,Apichat Praditsmanont,มหาวิทยาลัยชินวัตร,Shinawatra University,-,33,5,33,2,4,-,อาจารย์มหาวิทยาลัยเอกชน
6933,ศาสตราจารย์,อภิชาติ จิตต์เจริญ,Apichart Chittacharoen,มหาวิทยาลัยมหิดล,Mahidol University,สูติศาสตร์และนรีเวชวิทยา,501,55,466,14,75,ปริญญาตรี,ข้าราชการ
6934,รองศาสตราจารย์,อภิชาติ จิระวุฒิพงศ์,Apichat Jiravuttipong,มหาวิทยาลัยขอนแก่น,Khon Kaen University,กุมารเวชศาสตร์,31,9,31,3,22,ปริญญาตรี,ข้าราชการ
6935,รองศาสตราจารย์,อภิชาติ นานา,Apichart Nana,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,478,34,455,11,71,ปริญญาตรี,ต่ออายุราชการ
6936,รองศาสตราจารย์,อภิชาติ ศรีสันติธรรม,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,เทคโนโลยีการเกษตร,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6937,รองศาสตราจารย์,อภิชาติ สิงคาลวณิช,Apichart Singalavanija,มหาวิทยาลัยมหิดล,Mahidol University,-,132,23,127,6,61,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6938,รองศาสตราจารย์,อภิชาติ อัศวมงคลกุล,Apichat Asavamongkolkul,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์ออร์โธปิดิกส์,422,26,412,12,66,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6939,รองศาสตราจารย์,อภิญญา ผลิโกมล,Abhinya Plikomol,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,จุลชีววิทยา,127,8,109,7,14,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6940,รองศาสตราจารย์,อภิญญา รูปงาม,,มหาวิทยาลัยราชภัฏอุดรธานี,Udon Thani Rajabhat University,-,,,,,,ปริญญาโท,ข้าราชการ
6941,รองศาสตราจารย์,อภิญญา เวชยชัย,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
6942,รองศาสตราจารย์,อภิรดา สุทธิสานนท์,,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,Rajamangala University of Technology Thanyaburi,การเงินและการธนาคาร,,,,,,ปริญญาโท,ข้าราชการ
6943,รองศาสตราจารย์,อภิรักษ์ ช่วงสุวนิช,Apirag Chuangsuwanich,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์ตกแต่ง,197,20,185,9,55,ปริญญาตรี,ข้าราชการ
6944,ศาสตราจารย์,อภิรัฐ ศิริธราธิวัตร,Apirat Siritaratiwat,มหาวิทยาลัยขอนแก่น,Khon Kaen University,วิศวกรรมไฟฟ้า,187,94,149,7,107,ปริญญาตรี,ข้าราชการ
6945,รองศาสตราจารย์,อภิวันท์ กำลังเอก,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,สหกรณ์,,,,,,ปริญญาโท,ข้าราชการ
6946,ศาสตราจารย์พิเศษ,อมร จันทรสมบูรณ์,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,-,,,,,,-,ข้าราชการ
6947,ศาสตราจารย์ ได้รับเงินประจำตำแหน่งสูงขึ้น,อมร ลีลารัศมี,Amorn Leelarasamee,มหาวิทยาลัยสยาม,Siam University,อายุรศาสตร์,1461,47,1413,14,144,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
6948,รองศาสตราจารย์,อมร เปรมกมล,Amorn Premgamone,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เวชศาสตรืป้องกัน,142,8,140,4,39,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6949,รองศาสตราจารย์,อมร เพชรสม,Amorn Petsom,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เคมี,2184,134,1915,27,252,ปริญญาโท,ข้าราชการ
6950,รองศาสตราจารย์,อมรพรรณ ซุ้มโชคชัยกุล,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,นิเทศศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
6951,รองศาสตราจารย์,อมรมาศ คงธรรม,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,เทคโนโลยีการศึกษา,,,,,,ปริญญาโท,ข้าราชการ
6952,รองศาสตราจารย์,อมรรัตน์ รัตนสิริ,Amornrat Ratanasiri,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เวชศาสตร์ชุมชน,95,22,92,5,43,ปริญญาโท,ข้าราชการ
6953,รองศาสตราจารย์,อมรรัตน์ ร่มพฤกษ์,Amornrat V. Romphruk,มหาวิทยาลัยขอนแก่น,Khon Kaen University,พยาธิวิทยา,575,44,476,16,105,ปริญญาโท,ข้าราชการ
6954,รองศาสตราจารย์,อมรรัตน์ ศาสตรวาหา,Amornrate Sastravaha,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,อายุรศาสตร์,248,9,248,3,39,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6955,รองศาสตราจารย์,อมรรัตน์ แมกไม้รักษา,,มหาวิทยาลัยราชภัฏสงขลา,Songkhla Rajabhat University,สถิติประยุกต์,,,,,,ปริญญาโท,ข้าราชการ
6956,รองศาสตราจารย์,อมรศรี ชุณหรัศมิ์,Amornsri Chunharas,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,218,22,217,11,74,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6957,รองศาสตราจารย์,อมรศรี ตันพิพัฒน์,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,เทคโนโลยีการเกษตร,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6958,รองศาสตราจารย์,อมรา โกไศยกานนท์,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,การบัญชี,,,,,,ปริญญาโท,ข้าราชการ
6959,รองศาสตราจารย์,อรชร พรประเสริฐ,,มหาวิทยาลัยราชภัฏอุบลราชธานี,Ubon Ratchathani Rajabhat University,-,,,,,,ปริญญาโท,ต่ออายุราชการ
6960,รองศาสตราจารย์,อรชร มณีสงฆ์,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,การตลาด,,,,0,,ปริญญาโท,ข้าราชการ
6961,รองศาสตราจารย์,อรทัย ชวาลภาฤทธิ์,Orathai Chavalparit,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิศวกรรมสิ่งแวดล้อม,551,51,527,11,60,ปริญญาโท,ข้าราชการ
6962,รองศาสตราจารย์,อรทัย ชื่นมนุษย์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
6963,รองศาสตราจารย์,อรทัย ทองอยู่,,มหาวิทยาลัยราชภัฏสวนดุสิต,Suan Dusit University,คณิตศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
6964,ศาสตราจารย์,อรทัย พาชีรัตน์,O. Pachirat,มหาวิทยาลัยขอนแก่น,Khon Kaen University,-,697,31,615,12,525,ปริญญาตรี,ข้าราชการ
6965,รองศาสตราจารย์,อรทัย อาจอ่ำ,,มหาวิทยาลัยมหิดล,Mahidol University,วิจัยประชากรและสังคม,,,,,,ปริญญาโท,ข้าราชการ
6966,รองศาสตราจารย์,อรนุช วุตติวิโรจน์,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,-,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6967,รองศาสตราจารย์,อรนุช เลิศจรรยารักษ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
6968,รองศาสตราจารย์,อรพรรณ พนัสพัฒนา,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,กฎหมาย,,,,,,ปริญญาโท,ข้าราชการ
6969,รองศาสตราจารย์,อรพัช บวรรักษา,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
6970,รองศาสตราจารย์,อรพิณ สันติธีรากุล,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,การจัดการ,,,,0,,ปริญญาโท,ข้าราชการ
6971,รองศาสตราจารย์,อรพิน ชัยประสพ,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,เทคโนโลยีอาหาร,,,,,,ปริญญาโท,ข้าราชการ
6972,รองศาสตราจารย์,อรพินท์ ปานนาค,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ประวัติศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
6973,รองศาสตราจารย์,อรพินท์ เจียระพงษ์,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,สถิติ,,,,,,ปริญญาโท,ข้าราชการ
6974,รองศาสตราจารย์,อรพินท์ เติมวิชชากร,,มหาวิทยาลัยมหิดล,Mahidol University,-,,,,,,ปริญญาโท,ต่ออายุราชการ
6975,รองศาสตราจารย์,อรรฆิศา ไชกิจภิญโญ,Arnkisa Chaikitpinyo,มหาวิทยาลัยขอนแก่น,Khon Kaen University,กุมารเวชศาสตร์,79,13,68,5,29,ปริญญาตรี,ข้าราชการ
6976,รองศาสตราจารย์,อรรณพ บุญถนอม,,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,Valaya Alongkorn Rajabhat University,เคมี,,,,,,ปริญญาโท,ข้าราชการ
6977,ศาสตราจารย์,อรรถ นานา,A. Nana,มหาวิทยาลัยมหิดล,Mahidol University,อายุรศาสตร์ (โรคระบบการหายใจและวัณโรค),369,34,354,11,102,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6978,ศาสตราจารย์พิเศษ,อรรถนิติ ดิษฐอำนาจ,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,-,,,,,,-,ข้าราชการ
6979,รองศาสตราจารย์,อรรถพร ฤทธิเกิด,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,เทคโนโลยีการศึกษา,,,,,,ปริญญาโท,ข้าราชการ
6980,รองศาสตราจารย์,อรรถพร เพชรานนท์,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,สถาปัตยกรรมภายใน,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6981,ศาสตราจารย์,อรรถพล นุ่มหอม,,สถาบันเทคโนโลยีแห่งเอเซีย (AIT),Asian Institute of Technology,วิศวกรรมการอาหาร,,,,,,-,ข้าราชการ
6982,รองศาสตราจารย์,อรฤดี สุทธิศรี,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut’s University of Technology Thonburi,คณิตศาสตร์,,,,1,,ปริญญาตรี,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
6983,รองศาสตราจารย์,อรลาภ แสงอรุณ,Ornlarp Sangaroon,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมโทรคมนาคม,99,39,89,6,49,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6984,รองศาสตราจารย์,อรวรรณ คีรีวัฒน์,Orawan Kiriwat,มหาวิทยาลัยมหิดล,Mahidol University,-,922,33,769,17,249,ปริญญาตรี,ต่ออายุราชการ
6985,รองศาสตราจารย์,อรวรรณ ทิตย์วรรณ,Aurawan Titwan,มหาวิทยาลัยโยนก,Nation University,เภสัชศาสตร์,26,2,26,2,6,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
6986,รองศาสตราจารย์,อรวรรณ พงศ์รวีวรรณ,Orawan Pongraweewan,มหาวิทยาลัยมหิดล,Mahidol University,วิสัญญีวิทยา,32,10,32,3,50,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6987,รองศาสตราจารย์,อรวรรณ พจนานุรัตน์,,มหาวิทยาลัยเกษมบัณฑิต,Kasem Bundit University,กฎหมายทั่วไป,,,,,,ปริญญาโท,ต่ออายุราชการ
6988,รองศาสตราจารย์,อรวรรณ เคหสุขเจริญ,,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,Rajamangala University of Technology Krungthep,วิทยาศาสตร์การอาหาร,,,,,,ปริญญาโท,ข้าราชการ
6989,รองศาสตราจารย์,อรวินท์ เลาหรัชตนันท์,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,คหกรรมศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
6990,ศาสตราจารย์ ได้รับเงินประจำตำแหน่งสูงขึ้น,อรศิริ ปาณินท์,,มหาวิทยาลัยศิลปากร,Silapakorn University,สถาปัตยกรรมศาสตร์ (สถาปัตยกรรมและการอนุรักษ์สถาปัตยกรรม),,,,,,-,ข้าราชการ
6991,ศาสตราจารย์,อรสา ชวาลภาฤทธิ์,Orasa Chawalparit,มหาวิทยาลัยมหิดล,Mahidol University,รังสีวินิจฉัย,146,40,142,7,115,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6992,รองศาสตราจารย์,อรสา อร่ามรัตน์,,มหาวิทยาลัยธนบุรี,Thonburi University,-,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
6993,ศาสตราจารย์,อรสา ไวคกุล,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,-,,,,,,-,ข้าราชการ
6994,รองศาสตราจารย์,อรอนงค์ กฤชเพชรรัตน์,Onanong Kritpetcharat,มหาวิทยาลัยขอนแก่น,Khon Kaen University,พยาธิวิทยา,240,16,210,10,47,ปริญญาตรี,ข้าราชการ
6995,รองศาสตราจารย์,อรอุมา ชัยวัฒน์,Onuma Chaiwat,มหาวิทยาลัยมหิดล,Mahidol University,วิสัญญีวิทยา,367,42,336,9,119,ปริญญาตรี,ข้าราชการ
6996,รองศาสตราจารย์,อรอุษา สรวารี,Onusa Saravari,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วัสดุศาสตร์,200,20,193,7,32,ปริญญาโท,ข้าราชการ
6997,ศาสตราจารย์,อรัญ อินเจริญศักดิ์,Aran Incharoensakdi,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ชีวเคมี,2108,145,1457,25,126,-,ข้าราชการ
6998,รองศาสตราจารย์,อริยะ กิตติเจริญวิวัฒน์,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิจิตรศิลป์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
6999,รองศาสตราจารย์,อริศรา เอี่ยมอรุณ,Arissara Iamaroon,มหาวิทยาลัยมหิดล,Mahidol University,วิสัญญีวิทยา,44,9,43,3,37,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7000,ศาสตราจารย์พิเศษ,อรุณ ชัยเสรี,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,-,,,,,,-,ข้าราชการ
7001,ศาสตราจารย์พิเศษ,อรุณ ภาณุพงศ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,-,ข้าราชการ
7002,รองศาสตราจารย์,อรุณทวดี พัฒนิบูลย์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ภาษาฝรั่งเศส,,,,,,ปริญญาโท,ต่ออายุราชการ
7003,รองศาสตราจารย์,อรุณรัฐ ร่มพฤกษ์,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เทคนิคการแพทย์,,,,,,ปริญญาโท,ข้าราชการ
7004,รองศาสตราจารย์,อรุณรัศมี บุนนาค,,มหาวิทยาลัยมหิดล,Mahidol University,พยาบาลศาสตร์,,,,1,,ปริญญาโท,ข้าราชการ
7005,รองศาสตราจารย์,อรุณรุ่ง วงศ์กังวาน,,มหาวิทยาลัยราชภัฏสวนสุนันทา,Suan Sunandha Rajabhat University,การเงินและการธนาคาร,,,,,,ปริญญาโท,ข้าราชการ
7006,รองศาสตราจารย์,อรุณลักษณ์ รัตนพันธุ์,,มหาวิทยาลัยราชภัฏกำแพงเพชร,Kamphaeng Phet Rajabhat University,บรรณารักษ์และสารนิเทศ,,,,,,ปริญญาโท,ข้าราชการ
7007,ศาสตราจารย์,อรุณวรรณ พฤทธิพันธุ์,Aroonwan Preutthipan,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,185,30,183,7,59,ปริญญาตรี,ข้าราชการ
7008,รองศาสตราจารย์,อรุณี นรินทรกุล ณ อยุธยา,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,การเงินและการธนาคาร,,,,,,ปริญญาโท,ข้าราชการ
7009,รองศาสตราจารย์,อรุณี เจตศรีสุภาพ,Arunee Jetsrisuparb,มหาวิทยาลัยขอนแก่น,Khon Kaen University,โลหิตวิทยา,903,67,681,16,229,ปริญญาตรี,ข้าราชการ
7010,รองศาสตราจารย์,อรไท สุขเจริญ,Oratai Sukcharoen,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,เทคโนโลยีชีวภาพ,55,9,55,4,24,ปริญญาโท,ข้าราชการ
7011,รองศาสตราจารย์,อร่าม อรรถเจดีย์,,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก,Rajamangala University of Technology Tawan-ok,พืชศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
7012,ศาสตราจารย์,อร่าม โรจนสกุล,Aram Rojanasakul,มหาวิทยาลัยมหิดล,Mahidol University,สูติศาสตร์-นรีเวชวิทยา,411,43,395,9,48,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7013,รองศาสตราจารย์,อลิตา จั่นฝังเพ็ชร,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิจิตรศิลป์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7014,ศาสตราจารย์,อลิสา ลิ้มสุวรรณ,Alisa Limsuwan,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,666,21,625,10,47,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7015,ศาสตราจารย์,อลิสา วัชรสินธุ,Alisa Wacharasindhu,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,จิตเวชศาสตร์,99,3,97,3,4,ปริญญาโท,ข้าราชการ
7016,ศาสตราจารย์,อวยพร ปะนะมณฑา,Ouyporn Panamonta,มหาวิทยาลัยขอนแก่น,Khon Kaen University,กุมารเวชศาสตร์,141,38,126,7,80,ปริญญาตรี,ข้าราชการ
7017,รองศาสตราจารย์,อวิรุทธ์ ศรีสุธาพรรณ,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,สถาปัตยกรรม,,,,,,ปริญญาโท,อื่นๆ
7018,รองศาสตราจารย์,อสัมภินพงศ์ ฉัตราคม,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,เศรษฐศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
7019,ศาสตราจารย์พิเศษ,อัขราทร จุฬารัตน,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,-,ข้าราชการ
7020,รองศาสตราจารย์,อัครวัฒน์ สินเกื้อกูลกิจ,Akkharawat Sinkueakunkit,มหาวิทยาลัยขอนแก่น,Khon Kaen University,วิสัญญีวิทยา,6,3,6,1,29,ปริญญาตรี,ข้าราชการ
7021,รองศาสตราจารย์,อัครา บุญทิพย์,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,ภาษาไทย,,,,,,ปริญญาโท,ข้าราชการ
7022,ศาสตราจารย์,อังกาบ ปราการรัตน์,,มหาวิทยาลัยมหิดล,Mahidol University,วิสัญญีวิทยา,,,,,,ปริญญาตรี,ต่ออายุราชการ
7023,รองศาสตราจารย์,อังคณา นุตยกุล,,มหาวิทยาลัยราชภัฏสวนดุสิต,Suan Dusit University,การบัญชี,,,,,,ปริญญาโท,ข้าราชการ
7024,รองศาสตราจารย์,อังคณา เมธีไตรรัตน์,Ankana Metheetrairat,มหาวิทยาลัยมหิดล,Mahidol University,จักษุวิทยา,4,2,4,2,8,ปริญญาตรี,ข้าราชการ
7025,รองศาสตราจารย์,อังคณา เหลืองนทีเทพ,Angkana Lurngnateetape,มหาวิทยาลัยมหิดล,Mahidol University,วิสัญญีวิทยา,14,3,14,1,17,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7026,รองศาสตราจารย์,อังสนา ธงไชย,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,บรรณารักษ์ศาสตร์,,,,0,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7027,ศาสตราจารย์พิเศษ,อังสุนีย์ เกตุทัต,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,-,,,,,,-,ข้าราชการ
7028,รองศาสตราจารย์,อัจจนา วงศ์ชัยสุวัฒน์,Atchana Wongchaisuwat,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,เคมี,107,24,100,6,38,ปริญญาโท,ข้าราชการ
7029,รองศาสตราจารย์,อัจฉรา ชีวะตระกูลกิจ,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,วิทยาการจัดการ,,,,,,ปริญญาโท,ข้าราชการ
7030,รองศาสตราจารย์,อัจฉรา ธวัชสิน,Achara Tawatsin,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,อายุรศาสตร์,63,5,48,3,5,ปริญญาโท,ข้าราชการ
7031,ศาสตราจารย์,อัจฉรา สัมบุณณานนท์,Achra Sumboonnanonda,มหาวิทยาลัยมหิดล,Mahidol University,โรคไตในเด็ก,514,30,457,11,82,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7032,รองศาสตราจารย์,อัจฉรา อุทิศวรรณกุล,,มหาวิทยาลัยอีสเทิร์นเอเชีย,University of Eastern Asia,-,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
7033,รองศาสตราจารย์,อัจฉรา เปรื่องเวทย์,,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
7034,รองศาสตราจารย์,อัจฉรา ไล่สัตรูไกล,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ภาษาอังกฤษ,,,,,,ปริญญาโท,ข้าราชการ
7035,รองศาสตราจารย์,อัจฉราพรรณ จรัสวัฒน์,,มหาวิทยาลัยมหิดล,Mahidol University,สังคมศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
7036,รองศาสตราจารย์,อัจฉรียา ชูตินันทน์,,มหาวิทยาลัยธุรกิจบัณฑิตย์,Dhurakij Pundit University,นิติศาสตร์,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
7037,รองศาสตราจารย์,อัฌชา ก บัวเษร,,มหาวิทยาลัยบูรพา,Burapha University,ภูมิศาสตร์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7038,รองศาสตราจารย์,อัญชลี ค้อคงคา,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,เศรษฐศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
7039,รองศาสตราจารย์,อัญชลี ชูโรจน์,Anchalee Churojana,มหาวิทยาลัยมหิดล,Mahidol University,ทันตรังสีวินิจฉัย,136,23,130,6,58,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7040,ศาสตราจารย์,อัญชลี ตัณฑ์ศุภศิริ,Unchalee Tansuphasiri,มหาวิทยาลัยมหิดล,Mahidol University,จุลชีววิทยา,166,21,156,8,35,-,ข้าราชการ
7041,รองศาสตราจารย์,อัญชลี พิพัฒนเสริญ,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
7042,รองศาสตราจารย์,อัญชลี สัตยธรรม,,มหาวิทยาลัยมหิดล,Mahidol University,ภาษาอังกฤษ,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
7043,รองศาสตราจารย์,อัญชลี อุทัยไขฟ้า,,มหาวิทยาลัยราชภัฏรำไพพรรณี,Rambhai Barni Rajabhat University and Southern College of Technology,เศรษฐศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
7044,รองศาสตราจารย์,อัญชลี เศรษฐเสถียร,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,สังคมศึกษา,,,,,,ปริญญาโท,ข้าราชการ
