"academic_rank","thai_db_name","scopus_name","thai_affiliation","eng_affiliation","field","citation_count","doc_count","cited_by_count","h_index","co_author_count","highest_edu","employment_type","field_group","funded_by","missing_scopus","rank_i","passed"
"asso_prof","จารุวัฒน์ เจริญจิต","Jaruwat Jareanjit","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","Rajamangala University of Technology Srivijaya","วิศวกรรมเครื่องกล",11,3,9,3,5,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","จำนง คันธิก","Chamnong Kanthik","มหาวิทยาลัยมหามกุฏราชวิทยาลัย","Mahamakut Buddhist University","-",NA,NA,NA,1,NA,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",TRUE,1,0
"asso_prof","จำนงค์ ธำรงมาศ","Chamnong Thamrongmas","มหาวิทยาลัยศิลปากร","Silapakorn University","ฟิสิกส์",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"prof","จำเนียร นันทดิลก","Jamnian Nantadilok","มหาวิทยาลัยราชภัฏลำปาง","Lampang Rajabhat University","คณิตศาสตร์",13,12,12,2,7,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,3,0
"asso_prof","จำเนียร บุญมาก","Jamnian Bunmark","มหาวิทยาลัยแม่โจ้","Maejo University","-",NA,NA,NA,0,NA,"ปริญญาโท","ข้าราชการ","unknown","government",TRUE,1,0
"asso_prof","จิตตาภรณ์ จิตรีเชื้อ","Jittaporn Chitreecheur","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","พยาบาลศาสตร์",50,3,50,3,10,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","จิตติมา มโนนัย บาร์ทเล็ทท์","Jittima B. Manonai","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์-นรีเวชวิทยา",414,50,364,11,72,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","จิตติวัฒน์ สุประสงค์สิน","Chittiwat Suprasongsin","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",964,22,833,12,38,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","จิตรกมล ธนศักดิ์","Jitkamol Thanasak","มหาวิทยาลัยมหิดล","Mahidol University","อายุรศาสตร์",47,8,43,5,24,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","จิตลัดดา ดีโรจน์วงศ์","Jitladda Deerojanawong","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","กุมารเวชศาสตร์",420,50,415,11,101,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","จินตนา สัตยาศัย","Jintana Sattayasai","มหาวิทยาลัยขอนแก่น","Khon Kaen University","เภสัชวิทยา",501,42,432,12,99,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","จินตนา เหล่าไพบูลย์","Jintana Laopaiboon","มหาวิทยาลัยอุบลราชธานี","Ubon Ratchathani University","ฟิสิกส์",244,19,223,6,21,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","จินตนา แสนวงศ์","Jintana Sanwong","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","คณิตศาสตร์",140,33,65,7,16,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,3,0
"asso_prof","จินตมาศ สุวรรณจรัส","Jintamas Suwanjarat","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","สัตววิทยาและเนื้อเยื่อวิทยาของแมลง",47,9,44,5,13,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","จิรพร เหล่าธรรมทัศน์","Jiraporn Laothamatas","มหาวิทยาลัยมหิดล","Mahidol University","รังสีวิทยา",1052,53,871,16,167,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,1
"asso_prof","จิรพัฒน์ เงาประเสริฐวงศ์","Jeerapat Ngaoprasertwong","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","วิศวกรรมอุตสาหการ",2,2,2,1,3,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"prof","จิรพันธ์ พันธ์วุฒิกร","Jirapun Punwutikorn","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ช่องปาก",151,8,151,5,5,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,0
"asso_prof","จิระศักดิ์ ชาญวุฒิธรรม","Jirasak Chanwutitum","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","King Mongkut's University of Technology North Bangkok","วิศวกรรมไฟฟ้า",108,15,104,5,11,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","จิระสุข อิฐรัตน์","Jirasook Ittharat","มหาวิทยาลัยขอนแก่น","Khon Kaen University","-",7,2,5,2,1,"ปริญญาโท","ข้าราชการ","unknown","government",FALSE,1,0
"asso_prof","จิราพร ศรีประภาภรณ์","Jiraporn Sriprapaporn","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์นิวเคลียร์",15,4,15,3,19,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","จิราพร สิทธิถาวร","Jiraporn Sithithaworn","มหาวิทยาลัยขอนแก่น","Khon Kaen University","เทคนิคการแพทย์",312,22,225,12,73,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","จิราภรณ์ ชัยวัฒน์","Jiraporn Chaiwat","มหาวิทยาลัยมหิดล","Mahidol University","ทันตกรรมจัดฟัน",22,5,22,3,6,"ปริญญาตรี","ต่ออายุราชการ","medicine","government",FALSE,1,0
"asso_prof","จิราภรณ์ ธนียวัน","Jiraporn Thaniyavarn","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","จุลชีววิทยา",279,12,258,6,40,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","จิราภรณ์ ศรีนัครินทร์","Jiraporn Srinakarin","มหาวิทยาลัยขอนแก่น","Khon Kaen University","รังสีวิทยาวินิจฉัย",221,25,219,7,135,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
